full_name,profession_id,profession_group_id,gender,date_of_birth,hire_date,resignation_date
"Purwanto Widodo, M.Kom",15,2,M,1986-07-27,2020-08-25,
"Wati Setiadi, S.Farm",9,1,F,1997-09-09,2025-06-25,
"S.T, Putri Setiadi",13,2,F,2000-11-05,2019-08-13,
"Wahyu Gunawan, drg. Sp.BM",2,1,M,1970-08-01,2010-03-03,2019-01-31
"Diah Sitompul, S.Adm",17,2,F,1967-08-15,1994-01-28,
"dr. Sp.F, Ningsih Maulana",2,1,F,1995-05-08,2021-01-24,
"Retno Hutapea, Dr.",3,1,F,2003-10-30,2023-02-16,
"S.Sos, Fani Pasaribu",17,2,F,1977-11-28,2005-04-08,
Kurniawan Simbolon,5,1,M,1974-05-12,1995-05-29,
"Sri Hidayat, Dr.",3,1,F,1980-05-22,1998-05-03,
"Silvi Pratama, Ak.",18,2,F,1986-12-14,2025-02-16,
Budi Pratama,19,2,M,1978-06-09,2006-11-14,
"Nugroho Wijayanto, M.M",13,2,M,1983-08-01,2005-08-07,
"Gunawan Hermawan, A.Md.Kep",3,1,M,1997-09-16,2019-11-29,2024-05-04
"M.M, Linda Panjaitan",18,2,F,1970-12-27,1994-01-08,
"Ade Purwanto, Sp.Farm",9,1,M,1985-02-27,2016-12-14,
Widya Panjaitan,4,1,F,1987-01-06,2017-02-26,
"S.KM, Rudi Putra",16,2,M,1995-10-24,2016-06-10,2021-09-21
"Mira Putra, Apt.",9,1,F,2001-02-21,2019-01-26,
"MD, Nanang Nugroho",1,1,M,1974-05-17,2012-10-16,
Oki Santoso,5,1,M,1982-10-05,2004-03-08,
Purwanto Tampubolon,24,2,M,1987-09-11,2010-09-15,
"A.Md.AK, Zara Kurniawan",8,1,F,1978-08-26,2012-05-03,
Hesti Priyanto,19,2,F,1988-12-10,2010-06-03,
"M.Kep, Ningsih Kurniawan",3,1,F,1998-11-28,2017-07-14,
Endah Siahaan,4,1,F,1998-01-12,2016-04-24,
"A.Md, Wawan Pasaribu",17,2,M,1997-01-11,2016-06-29,
Joko Widodo,20,2,M,1965-05-20,1988-12-11,
"Widya Manurung, M.Ked",1,1,F,1968-11-12,1993-05-15,
"MD, Lukas Setiadi",1,1,M,1965-05-10,1993-10-11,
"A.Md.Kes, Vina Wijayanto",8,1,F,1987-12-31,2008-08-27,
"Rini Malik, Ners",3,1,F,1975-01-16,2000-09-08,
"A.Md.RMIK, Dewi Purwanto",16,2,F,1967-07-09,1993-11-13,
"S.Tr.Kes, Dewi Maulana",8,1,F,2003-12-18,2022-12-31,
"M.Kep, Rahmat Hakim",3,1,M,1995-10-01,2023-12-19,
Puspita Suryanto,17,2,F,1991-03-07,2013-01-10,
"Widya Kusuma, dr. Sp.JP",2,1,F,1972-10-26,1992-04-09,
Vina Rahman,11,1,F,1985-01-12,2023-10-08,
"Zara Firmansyah, A.Md.RMIK",16,2,F,1987-05-22,2009-07-29,
"S.E, Gunawan Maulana",18,2,M,1971-02-04,1990-11-01,
"M.M, Puspita Hakim",13,2,F,1985-01-24,2010-05-16,
"Budi Hermawan, MARS",13,2,M,1976-09-06,2010-07-08,
"SST, Linda Maulana",4,1,F,1990-03-07,2017-07-06,
"Prasetyo Malik, S.Adm",17,2,M,1967-12-22,1994-03-14,
"Elia Sinaga, S.Kep",3,1,F,1992-10-14,2011-01-26,
"Bella Santoso, MD",1,1,F,1984-02-09,2003-09-17,
"Apt., Mahendra Hartono",9,1,M,1993-10-31,2024-06-17,
"Endah Hartono, S.Kes",5,1,F,1967-04-29,1987-12-25,
"S.T, Rina Santoso",15,2,F,1996-07-15,2017-07-18,
Zahra Nugroho,24,2,F,1998-08-04,2022-01-21,
"Zahra Putra, Bd.",4,1,F,1970-02-23,1994-04-28,
"Rini Utomo, M.Kes",5,1,F,1992-09-14,2022-09-02,
"A.Md.Kep, Mira Hutabarat",3,1,F,1996-12-09,2015-07-14,
Susilo Hermawan,5,1,M,1997-01-13,2015-02-18,
"Bayu Rahman, A.Md.Rad",7,1,M,1972-07-11,1997-10-30,
"Mira Pasaribu, M.M",17,2,F,1983-03-23,2005-05-23,
"Mega Siahaan, A.Md.Keb",4,1,F,2003-11-10,2025-04-30,
"MBA, Bayu Wijaya",13,2,M,1971-03-24,2005-12-10,
"Eko Sari, A.Md.Kep",3,1,M,1968-05-29,1999-05-04,
"Nadia Raharjo, A.Md.Kes",12,1,F,1998-04-01,2018-06-21,
"Silvi Sitompul, S.Adm",17,2,F,1970-04-23,2004-03-31,
Anisa Widodo,20,2,F,1981-04-20,2016-08-15,
"A.Md.Kes, Citra Simanjuntak",21,2,F,1994-02-01,2024-09-10,
Firmansyah Permana,19,2,M,1965-11-12,1998-06-15,
Indah Widodo,11,1,F,1971-07-28,1995-10-18,
"Ners, Hadi Sitompul",3,1,M,1967-07-27,1993-12-16,
"Tiara Utomo, S.Farm",9,1,F,1969-10-07,2009-05-25,
Linda Sitompul,23,2,F,1977-08-23,2013-02-24,
"Dr., Wulan Simbolon",3,1,F,1985-09-30,2005-01-24,
"S.Tr.Kes, Hadi Setiawan",21,2,M,1992-03-15,2020-10-17,
"S.E, Intan Widodo",17,2,F,1975-02-15,2013-11-01,
"dr., Linda Rahman",1,1,F,2003-07-28,2022-05-09,
Maya Saputra,8,1,F,1977-08-19,2001-04-21,
"M.Ak, Susilo Permana",18,2,M,1967-12-16,2005-07-22,
Purwanto Sari,22,2,M,2003-05-23,2022-02-24,
Lukman Panjaitan,20,2,M,1982-07-31,2015-07-14,
Sri Saputra,3,1,F,1998-02-10,2020-09-14,
"Indra Saputra, S.Kom",15,2,M,1995-09-26,2018-08-17,
"Rina Santoso, A.Md.AK",8,1,F,1973-12-25,2007-03-10,
Tri Priyanto,3,1,F,1997-05-09,2022-07-21,2023-12-09
"Mahendra Prabowo, S.Kep",3,1,M,1975-11-08,2009-04-20,
"M.KM, Rini Permana",14,2,F,1979-10-11,2014-01-31,
"S.Kep, Widya Gunawan",3,1,F,2000-05-08,2019-09-24,
"M.M, Zara Hutapea",18,2,F,1982-10-27,2006-02-27,
"Intan Gunawan, Sp.Kep",3,1,F,1971-04-23,2004-08-09,
"S.Tr.RMIK, Mega Simanjuntak",16,2,F,1991-08-04,2017-10-16,
Lina Hermawan,1,1,F,1986-07-01,2019-12-21,
"S.Kep, Dewi Simbolon",3,1,F,1984-02-12,2018-05-05,
"M.Kes, Tuti Suprapto",5,1,F,1976-05-04,2003-12-11,
"Ners, Widya Maulana",3,1,F,1997-03-23,2017-08-12,
"Yanti Hermawan, S.E",17,2,F,1965-08-01,1984-12-30,
Linda Permana,20,2,F,1999-06-23,2019-10-17,
"S.Ked, Tri Wijayanto",1,1,F,1966-01-03,2005-10-30,
Prasetyo Sitompul,10,1,M,1965-05-23,1984-06-29,
"A.Md, Indah Tampubolon",17,2,F,1967-11-24,1989-09-19,
"Silvi Hutapea, M.Kep",3,1,F,1990-12-19,2015-12-26,
Rini Wijaya,3,1,F,1968-02-03,2001-08-25,
"Joko Malik, S.Sos",17,2,M,1966-10-30,1991-08-10,
Vera Gunawan,3,1,F,1995-10-13,2020-05-01,
Anisa Budiman,20,2,F,2003-09-04,2021-08-22,
"Yuni Simbolon, Sp.Kep",3,1,F,1992-02-12,2018-01-26,
"Budi Susanto, CA",18,2,M,1992-09-02,2017-06-20,
"Hesti Malik, M.Gz",11,1,F,1971-01-20,2002-06-18,
"Rudi Susanto, S.Tr.ELM",6,1,M,1976-07-19,2004-09-08,
"Diah Permana, Sp.Kep",3,1,F,1975-10-13,1996-11-18,
Budi Malik,3,1,M,1983-01-23,2017-06-29,
"M.Kep, Citra Setiadi",3,1,F,1975-11-27,2011-09-26,
"Irfan Suryanto, dr. Sp.S",2,1,M,1973-06-04,1998-10-13,
"Bella Manurung, Sp.Kep",3,1,F,1969-02-12,2007-06-17,
"Ners, Made Siregar",3,1,M,1967-04-19,1991-06-10,
Sari Kurniawan,4,1,F,1972-07-28,2011-02-05,
"Yuliana Prabowo, M.Adm.Kes",13,2,F,1981-02-19,2018-01-22,
"A.Md.Kep, Zahra Nasution",3,1,F,1979-06-11,1997-04-13,
"Dra., Ahmad Setiadi",13,2,M,2003-03-02,2025-12-20,
Dwi Maulana,17,2,M,2003-06-03,2022-04-23,
"drg. Sp.Ort, Indra Hutabarat",2,1,M,1999-05-14,2017-08-29,
Intan Wijayanto,3,1,F,1967-07-14,1986-03-02,
"M.Kep, Citra Malik",3,1,F,1968-01-24,1998-12-03,
"Diah Budiman, S.E",17,2,F,1986-02-09,2004-07-30,
"S.Ft, Mahendra Firmansyah",10,1,M,1993-07-29,2022-04-26,
"M.M, Dedi Budiman",17,2,M,1980-02-02,1999-06-20,
"Susilo Simbolon, M.Kep",3,1,M,1986-08-17,2024-07-13,
"Sp.Farm, Citra Putra",9,1,F,1972-12-31,2002-09-15,
"drg. Sp.Perio, Irfan Rahman",2,1,M,1994-05-11,2022-07-05,
"MBBS, Fitri Purwanto",1,1,F,1994-10-24,2022-11-17,
Purwanto Hutapea,3,1,M,1997-01-22,2019-10-23,
"Yanti Tampubolon, CA",18,2,F,1973-04-30,2003-11-19,
Linda Hermawan,20,2,F,1997-07-21,2021-04-27,
"Dr., Jaya Tampubolon",1,1,M,1998-02-15,2023-02-11,2024-03-04
"Mira Pratama, M.Ft",10,1,F,1977-01-30,2017-10-18,
"Wati Panjaitan, MARS",13,2,F,1973-01-10,1995-07-05,
"Bambang Panjaitan, A.Md.ELM",6,1,M,1984-03-02,2016-07-28,
"Gilang Kusuma, M.Farm",9,1,M,2003-01-15,2025-04-02,
"Indra Rahman, A.Md.Keb",4,1,M,1968-04-11,1998-02-11,
"Diana Setiadi, S.Kes",14,2,F,1997-04-01,2017-12-10,
"Eko Susanto, SST",7,1,M,1986-11-19,2014-08-15,
"Wawan Malik, M.Biomed",8,1,M,1981-04-11,2015-01-22,
"Mega Siahaan, Dr.",3,1,F,1992-10-25,2017-10-16,
"Dr., Indra Simbolon",3,1,M,1965-05-26,1984-02-21,1995-06-20
"S.Adm, Joko Lubis",17,2,M,1975-09-24,2001-03-06,
"Dwi Maulana, MARS",13,2,M,1985-06-10,2008-04-09,
"Sri Purwanto, S.Kep",3,1,F,1980-06-28,2014-07-05,
Vina Gunawan,20,2,F,1980-01-10,2006-02-14,2014-04-29
"M.M, Rini Sinaga",13,2,F,1984-03-18,2020-11-29,
Yoga Simbolon,21,2,M,1981-01-13,2008-04-25,
"dr. Sp.RM, Ani Nasution",2,1,F,1996-02-29,2019-12-13,2025-09-01
"S.Adm.Kes, Yuni Priyanto",13,2,F,2002-11-05,2020-01-03,
Wati Hartono,1,1,F,1990-01-14,2018-03-10,
"dr. Sp.KJ, Vera Hartono",2,1,F,1986-07-02,2008-09-04,
"Novita Santoso, S.Kep",3,1,F,2002-10-10,2021-03-29,
Diah Priyanto,17,2,F,1982-07-06,2000-04-13,
"S.T, Wawan Kurniawan",24,2,M,1984-08-25,2024-07-04,
"Ningsih Purwanto, dr. Sp.KJ",2,1,F,1996-04-06,2025-07-25,
"Galih Putra, S.Keb",4,1,M,1972-09-07,2001-12-24,
Elia Tampubolon,14,2,F,2000-11-11,2020-12-21,
"Kusuma Situmorang, A.Md.AK",8,1,M,1985-04-16,2004-03-24,
"Haris Purwanto, M.Adm.Kes",13,2,M,1992-08-10,2014-03-04,2018-04-02
"Ners, Made Situmorang",3,1,M,1973-01-12,1999-08-12,
"dr. Sp.PK, Usman Nasution",2,1,M,1982-09-19,2004-01-08,
"Dr., Linda Hutapea",1,1,F,2003-09-04,2025-07-14,
"Ani Simanjuntak, Sp.Kep",3,1,F,1966-03-16,2000-05-01,
"M.M, Ratna Priyanto",17,2,F,2003-10-28,2025-11-03,
"Linda Raharjo, M.M",17,2,F,1998-12-04,2021-05-21,
Slamet Setiadi,19,2,M,1976-04-19,1996-08-08,
"Farhan Hutapea, S.Sos",17,2,M,1996-02-01,2025-07-29,
"Dr., Citra Rahman",3,1,F,1991-06-15,2011-06-16,
"Mega Setiadi, A.Md.Kes",21,2,F,2000-05-17,2018-06-06,
"Bd., Putri Siahaan",4,1,F,1970-08-14,2005-08-15,
Budi Hutabarat,23,2,M,1970-05-31,1991-12-05,
Wawan Lubis,7,1,M,1966-07-29,2004-12-30,
Ahmad Maulana,19,2,M,2003-02-17,2022-01-09,
"Iwan Widodo, A.Md.Kes",5,1,M,1979-03-15,2008-01-20,
"Ir., Fitri Tampubolon",13,2,F,1984-02-25,2006-10-27,
"Bella Budiman, Sp.Kep",3,1,F,1997-11-26,2023-03-27,
"ATLM, Prasetyo Nasution",12,1,M,1977-11-14,2008-05-16,
"Fani Sugiarto, dr. Sp.P",2,1,F,1975-04-22,2010-05-03,
"A.Md.Kep, Nanang Manurung",3,1,M,1976-12-02,2013-03-26,
Agus Setiadi,19,2,M,1966-02-05,1996-04-10,
Budi Hidayat,14,2,M,1996-10-09,2014-10-28,
"S.Gz, Ratna Permana",11,1,F,1976-06-20,2016-06-24,
Yuliana Prabowo,3,1,F,1973-12-11,1993-08-29,
"Sp.Kep, Teguh Prabowo",3,1,M,1987-10-01,2014-09-06,
"M.Kes, Galih Utomo",5,1,M,1986-04-03,2025-02-05,
"Firmansyah Kusuma, Sp.Kep",3,1,M,1983-12-26,2016-08-18,
Silvi Siregar,19,2,F,1967-05-15,2002-05-24,
"Indah Utomo, Ak.",18,2,F,1968-01-03,1999-10-20,2000-01-09
"MBA, Oki Suprapto",13,2,M,1994-02-10,2023-07-24,2025-01-07
Tri Wijayanto,19,2,F,1975-10-04,2004-10-18,
"Kusuma Simbolon, M.Keb",4,1,M,1996-06-23,2021-03-11,
"Elia Nugroho, Sp.Kep",3,1,F,1974-02-08,1997-09-26,
Ayu Hidayat,8,1,F,1984-07-30,2013-06-19,
"Bd., Prasetyo Lubis",4,1,M,1983-10-19,2009-07-25,
"Zahra Budiman, M.KM",16,2,F,2003-11-09,2023-07-24,
Farhan Rahman,17,2,M,1996-12-02,2022-06-14,
Vera Sugiarto,20,2,F,1991-03-04,2022-09-27,
Agus Sinaga,17,2,M,1997-12-27,2018-07-19,
"Kusuma Siahaan, Dr. dr. Sp.PD",2,1,M,1973-01-03,1998-08-26,
"Yuliana Hutapea, A.Md.Keb",4,1,F,1981-04-22,2021-08-14,
"M.Kep, Eko Panjaitan",3,1,M,2000-12-26,2020-08-28,
"S.E, Diana Kurniawan",13,2,F,1996-10-19,2024-11-05,
Farhan Wijayanto,10,1,M,1965-02-22,1984-08-18,
"M.K3, Putri Suryanto",25,2,F,1987-11-14,2024-09-04,2025-12-25
"Dr., Fani Purwanto",3,1,F,1985-07-28,2010-11-06,
"Citra Panjaitan, S.Tr.Kom",15,2,F,1997-07-20,2020-05-18,
"Mira Siregar, M.KM",16,2,F,2000-06-16,2024-10-19,
"Ratna Purwanto, Bd.",4,1,F,1992-12-22,2011-03-14,
"M.Kep, Bella Malik",3,1,F,1982-04-13,2017-09-23,
"Kartika Nasution, S.Si",8,1,F,1980-02-16,2014-06-17,
"Wahyu Sari, S.Kep",3,1,M,1992-11-26,2025-04-12,
Novita Prasetyo,21,2,F,1979-11-07,2004-12-20,
"Dimas Situmorang, M.Kom",15,2,M,2000-03-21,2022-01-28,
"Iwan Widodo, S.Ft",10,1,M,1970-07-26,2004-06-11,
Lukman Nugroho,21,2,M,1973-04-01,2002-06-21,
"Sinta Suryanto, S.Kep",3,1,F,1985-01-19,2022-05-19,2024-02-13
Susilo Rahman,19,2,M,1994-10-08,2021-11-28,
"Irfan Putra, S.Kes",5,1,M,1967-09-27,2007-02-02,
Silvi Hidayat,16,2,F,1985-09-26,2014-06-08,
"Puspita Suprapto, MD",1,1,F,1984-09-01,2021-06-27,
Cahyo Siregar,20,2,M,2000-05-06,2021-11-06,
"Ahmad Prabowo, M.Ak",18,2,M,1996-08-19,2021-08-03,
"M.Kep, Sri Maulana",3,1,F,1980-03-03,2019-12-29,
"Tiara Raharjo, dr.",1,1,F,2003-04-13,2023-11-06,2024-09-15
"Zara Hermawan, Sp.Kep",3,1,F,1983-01-30,2011-06-16,
"S.T, Joko Hartono",15,2,M,1976-05-31,2016-12-19,
"Indra Hakim, Ir.",13,2,M,1969-10-03,2000-05-17,
"Agus Siregar, M.T",15,2,M,1991-06-08,2011-09-20,
"S.Tr.Rad, Wulan Hartono",7,1,F,1971-08-18,2011-06-13,
"Haris Suprapto, S.Farm",9,1,M,1984-03-08,2013-06-08,
Hesti Gunawan,20,2,F,1972-03-26,2010-10-31,
"Nadia Siahaan, Dr.",3,1,F,1989-11-24,2016-04-30,
"M.KM, Gilang Hutabarat",16,2,M,1983-04-24,2020-12-03,
"Lukman Suryanto, S.T",24,2,M,1978-06-05,2001-01-25,
"A.Md.AK, Indah Kusuma",8,1,F,1990-12-22,2012-08-04,
"M.K3, Anisa Hartono",25,2,F,1974-04-19,1996-10-18,
"dr. Sp.KK, Kusuma Widodo",2,1,M,2003-03-27,2024-01-16,
"Made Sugiarto, A.Md.Kep",3,1,M,1983-10-23,2015-04-25,
"Cahyo Nasution, S.Ked",1,1,M,1968-12-25,1995-08-21,
"Sari Kurniawan, A.Md.Keb",4,1,F,1976-02-13,2009-04-07,
"A.Md, Silvi Hermawan",17,2,F,2000-05-09,2018-12-07,
"MARS, Fajar Maulana",14,2,M,1992-12-15,2014-01-04,
"Dr., Vera Wijayanto",3,1,F,1970-01-20,2004-08-27,
Kartika Rahman,23,2,F,1967-04-26,2007-11-17,2015-01-27
"S.Ked, Rahmat Setiawan",1,1,M,1971-02-28,1991-02-10,
"Nanang Saputra, S.Keb",4,1,M,1977-01-08,2004-07-27,
"S.Kep, Rini Wibowo",3,1,F,1977-03-24,2008-08-05,
"S.Tr.RMIK, Joko Rahman",16,2,M,1999-10-28,2024-09-04,2025-07-31
"M.Farm, Indra Malik",9,1,M,2002-09-23,2020-05-20,
"Dr., Ratna Nugroho",3,1,F,1997-08-26,2021-08-05,
"Tri Sugiarto, S.Kep",3,1,F,1970-11-25,2000-03-25,
Ani Permana,23,2,F,1974-08-11,1999-05-28,
"Diah Nasution, Sp.Kep",3,1,F,1996-01-01,2025-11-17,
"Zahra Tampubolon, S.Tr.Kom",15,2,F,1997-03-08,2022-03-15,
Yuni Pratama,1,1,F,1971-01-26,1997-04-02,2007-05-03
"Yanti Hidayat, M.Ked",1,1,F,1983-08-07,2013-05-26,
"M.Keb, Kartika Santoso",4,1,F,1998-07-20,2018-11-27,
"Taufik Simbolon, S.Ak",18,2,M,1968-09-18,1993-03-13,
"A.Md.T, Made Purwanto",24,2,M,1998-09-02,2023-05-14,
"MARS, Vina Sinaga",13,2,F,2003-08-24,2025-09-26,
"Dwi Priyanto, Sp.Farm",9,1,M,1991-09-12,2009-09-15,
Vina Santoso,20,2,F,1971-05-02,2011-09-16,
"Sp.Farm, Budi Raharjo",9,1,M,1969-10-07,2005-01-30,
"S.Kep, Maya Nasution",3,1,F,1984-08-16,2002-10-03,
"A.Md.Rad, Indra Nugroho",7,1,M,1966-02-26,2002-10-30,2016-04-04
"Retno Siregar, M.M",13,2,F,1973-12-14,2011-04-22,
Dwi Pasaribu,20,2,M,1990-04-02,2012-12-15,2018-08-14
"Dr., Prasetyo Prabowo",3,1,M,1982-09-10,2005-07-03,
"SST, Ningsih Setiadi",7,1,F,1981-02-24,1999-12-11,
"Vina Suryanto, M.M",17,2,F,2000-02-20,2019-03-20,
Made Budiman,22,2,M,1999-02-28,2018-05-29,
Hendra Hakim,19,2,M,1966-03-24,1988-03-30,
"Ak., Wulan Priyanto",18,2,F,1996-04-09,2023-11-26,
"Candra Sitompul, A.Md.AK",8,1,M,1970-10-06,1993-01-07,1995-04-11
"Ani Gunawan, S.Kep",3,1,F,1971-07-08,2008-07-03,
"Dr., Lestari Budiman",3,1,F,1999-02-11,2019-07-31,
"A.Md.AK, Mira Wijaya",8,1,F,1974-02-12,2005-06-30,
"M.Biomed, Diana Rahman",8,1,F,1998-11-25,2020-12-01,
Hendra Permana,24,2,M,1999-10-12,2018-07-25,
"Ners, Teguh Prabowo",3,1,M,1997-01-17,2018-12-24,
"S.E, Dwi Nugroho",17,2,M,1969-11-26,1992-05-23,
Ade Panjaitan,19,2,M,1985-12-16,2025-12-03,
"M.Kep, Sari Sari",3,1,F,1987-04-17,2005-06-11,
"Tiara Kurniawan, M.Kep",3,1,F,1974-01-31,1996-04-12,
"A.Md.Kes, Candra Firmansyah",5,1,M,1993-02-12,2025-12-23,
Dimas Setiawan,22,2,M,1975-12-25,1997-01-23,2000-04-04
Dwi Firmansyah,19,2,M,1968-10-01,1993-10-11,
"MBBS, Diana Situmorang",1,1,F,1969-05-01,2001-11-18,
Yanti Manurung,20,2,F,2001-02-23,2025-02-21,
"Ningsih Setiawan, M.M",18,2,F,1996-03-31,2017-10-04,
"dr. Sp.RM, Linda Suryanto",2,1,F,1965-07-04,1988-08-04,
"Fajar Saputra, A.Md.Rad",7,1,M,2003-11-27,2025-11-29,
Prasetyo Panjaitan,20,2,M,1982-02-15,2010-06-18,
"Ners, Irfan Kurniawan",3,1,M,1972-07-13,2000-01-07,
"M.Kep, Haris Tampubolon",3,1,M,1974-06-17,1993-02-07,
"Indah Sitompul, dr. Sp.PA",2,1,F,1998-05-28,2021-01-16,
"Citra Setiadi, Sp.Kep",3,1,F,1970-06-03,2008-12-08,2022-11-22
"M.KM, Wawan Wijaya",16,2,M,2003-01-19,2021-07-16,
Nanang Siahaan,3,1,M,1998-04-22,2023-11-19,2024-08-21
"dr., Ani Wijayanto",1,1,F,2000-08-18,2019-04-13,
"Dimas Siregar, Sp.Farm",9,1,M,1971-06-28,1990-10-25,
"Retno Lubis, CA",18,2,F,1984-12-30,2015-05-16,
"S.Kes, Citra Susanto",14,2,F,1997-09-10,2023-03-17,
Lestari Budiman,20,2,F,1986-06-26,2012-11-29,
"M.KM, Gilang Kusuma",16,2,M,1970-05-29,2003-08-08,
"Wawan Hartono, SST",7,1,M,1972-05-01,1998-06-15,
Rina Maulana,18,2,F,1973-05-04,2001-09-24,
"Prasetyo Sinaga, Dr.",1,1,M,1983-05-30,2007-07-20,
"Ners, Rina Maulana",3,1,F,1987-02-07,2021-07-28,
"S.Sos, Nugroho Firmansyah",17,2,M,1966-08-22,1992-12-14,
"Ade Putra, S.Ft",10,1,M,1968-09-08,1991-05-24,
"A.Md, Usman Suryanto",17,2,M,1966-09-20,1984-07-19,1990-10-06
"S.KM, Slamet Hakim",14,2,M,1977-11-24,2012-12-10,
Vera Putra,19,2,F,1969-10-03,1987-09-28,
"Sp.Kep, Wati Nasution",3,1,F,1994-11-26,2017-06-23,
"Candra Simanjuntak, dr. Sp.P",2,1,M,1976-02-29,2002-05-18,
"S.Kes, Nanang Sugiarto",5,1,M,1977-08-28,2001-03-09,
"S.E, Candra Rahman",17,2,M,2001-04-26,2023-09-07,
Nugroho Wibowo,10,1,M,1985-03-14,2015-01-23,
"Dimas Priyanto, A.Md.Kep",3,1,M,1986-07-26,2007-07-17,
"Intan Lubis, S.Kes",5,1,F,1993-05-30,2011-05-16,
Diana Wijaya,23,2,F,1988-03-17,2013-05-15,
"Irfan Maulana, Dr.",3,1,M,1985-05-09,2003-06-06,
Ayu Saputra,6,1,F,1991-12-28,2019-09-20,
"Yuni Siregar, S.Tr.RMIK",16,2,F,1968-07-03,1999-04-28,
Prasetyo Nasution,20,2,M,1974-02-08,2004-01-20,
Ade Widodo,20,2,M,1990-12-05,2012-03-17,
"Dr., Ningsih Gunawan",3,1,F,1990-04-03,2015-08-05,
Linda Utomo,17,2,F,1995-11-06,2023-03-04,
"Prasetyo Hutabarat, S.Farm",9,1,M,1994-11-12,2025-09-19,
"M.Kep, Usman Santoso",3,1,M,1995-11-23,2018-04-25,2024-08-22
"Cahyo Sugiarto, MBBS",1,1,M,1966-09-18,1993-02-09,
"Intan Wibowo, S.Sos",17,2,F,1969-09-26,1994-03-12,
Sri Setiawan,6,1,F,1998-10-04,2022-07-01,
Hesti Setiadi,20,2,F,1985-02-23,2018-12-29,
"Ners, Bella Gunawan",3,1,F,1992-05-02,2013-08-20,2024-07-06
"Sp.Kep, Sri Prabowo",3,1,F,1968-04-07,1995-04-27,
Maya Hartono,20,2,F,1991-08-30,2009-11-14,
"S.Tr.Kes, Silvi Widodo",21,2,F,1975-11-23,1995-05-20,2011-05-18
"Yuliana Nasution, Ners",3,1,F,1985-12-28,2010-04-25,
"Dimas Prasetyo, A.Md.Kom",15,2,M,2000-04-23,2023-01-24,
"Sari Putra, MD",1,1,F,2001-08-25,2025-03-02,
"Retno Rahman, S.Kep",3,1,F,1992-05-09,2010-07-28,
"A.Md.Rad, Mahendra Hutapea",7,1,M,1974-07-20,1999-06-28,
"Ners, Silvi Panjaitan",3,1,F,1974-10-06,2006-07-02,
Tiara Hidayat,4,1,F,1981-03-06,2006-07-22,2021-02-20
Diana Sari,20,2,F,1986-03-19,2022-10-27,
"Susilo Panjaitan, Ners",3,1,M,1990-01-17,2019-03-14,
"dr. Sp.KK, Yuliana Situmorang",2,1,F,1984-12-31,2005-08-11,
"Wulan Sari, M.Ked",1,1,F,1966-12-24,2001-01-29,
"Indah Susanto, M.KM",14,2,F,1995-11-26,2015-02-21,
Lestari Pasaribu,3,1,F,1996-08-25,2015-01-22,
"M.Adm.Kes, Nadia Tampubolon",13,2,F,1967-06-19,2005-03-28,
"A.Md.RMIK, Oki Prabowo",16,2,M,1993-12-16,2012-06-02,
"M.Farm, Maya Widodo",9,1,F,1967-11-18,1997-01-30,
Zainal Sari,8,1,M,1985-01-28,2020-06-14,
"M.Ked, Hadi Permana",1,1,M,1972-01-14,2001-07-06,
"M.Kep, Yuni Wijaya",3,1,F,1965-02-15,1997-06-28,
"A.Md.Kom, Nanang Sari",15,2,M,1975-10-29,2013-04-23,
"A.Md.Kes, Kusuma Suryanto",21,2,M,1980-03-05,2016-12-23,
Silvi Hermawan,5,1,F,1965-10-04,1988-03-13,
"Farhan Hidayat, dr.",1,1,M,1998-01-24,2018-05-27,2025-06-08
"S.Kep, Diah Sitompul",3,1,F,1976-11-22,2009-06-17,
"S.Kep, Fajar Malik",3,1,M,1995-04-30,2016-10-28,
"Dr. dr. Sp.PD, Rina Siahaan",2,1,F,1985-04-25,2013-08-21,
"M.Ft, Hendra Simbolon",10,1,M,1974-01-28,1999-03-28,
"A.Md.Kep, Diah Manurung",3,1,F,1969-03-18,2000-09-04,
"dr. Sp.Rad, Ayu Simanjuntak",2,1,F,1965-02-07,1998-09-13,
"A.Md.Keb, Usman Hutapea",4,1,M,1994-04-19,2024-11-25,
"S.Kep, Silvi Santoso",3,1,F,1982-05-15,2013-04-11,
"A.Md.Kep, Linda Purwanto",3,1,F,1976-12-15,2003-02-23,
"A.Md.Kep, Vina Sugiarto",3,1,F,1987-06-09,2009-05-11,
"Dimas Simbolon, S.Adm",17,2,M,1990-08-24,2013-03-31,
"Tiara Sitompul, M.Kep",3,1,F,2003-05-06,2024-05-16,
Putri Wijaya,20,2,F,1968-05-08,2005-01-23,
"Tri Kusuma, Ners",3,1,F,1978-04-10,2003-04-10,
"Rina Hartono, dr. Sp.M",2,1,F,1980-02-03,2020-02-01,
Budi Manurung,19,2,M,1968-07-08,1994-09-15,
"Elia Hutabarat, M.Keb",4,1,F,1986-01-13,2011-02-25,
Oki Permana,19,2,M,1974-03-02,2012-06-25,
Ratna Prabowo,3,1,F,1975-06-16,2000-08-23,
"Rina Widodo, RD",11,1,F,1993-08-04,2025-09-20,
"Teguh Wibowo, S.T",24,2,M,1988-03-30,2006-05-13,
"Gunawan Widodo, Prof. Dr. dr. Sp.A",2,1,M,2002-07-27,2023-01-22,
"Iwan Panjaitan, S.Kep",3,1,M,2000-02-07,2022-08-31,
"Bella Malik, dr. Sp.BP",2,1,F,1993-11-20,2013-05-19,
